credit_score,traffic_index,veh_value,gender_M,area_B,area_C,area_D,area_E,area_F,veh_body_CONVT,veh_body_COUPE,veh_body_HBACK,veh_body_HDTOP,veh_body_MCARA,veh_body_MIBUS,veh_body_PANVN,veh_body_RDSTR,veh_body_SEDAN,veh_body_STNWG,veh_body_TRUCK,veh_body_UTE,agecat_2,agecat_3,agecat_4,agecat_5,agecat_6,veh_age_2,veh_age_3,veh_age_4,log_amount
593.0,28.5,1.0770481107522691,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,7.49384961047331
481.0,112.5,1.5420152361166661,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,7.627670722089635
483.0,123.8,0.6544063522435147,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,7.648635086144303
629.0,111.0,0.8556911097452253,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,4.731769250454355
390.0,133.5,1.515786356352645,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,9.379296465903156
689.0,109.5,1.0581374561023915,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.680992068097167
343.0,132.0,1.2002659423946096,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,8.410213402776598
378.0,104.8,0.8175747589349972,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,9.401373969330848
441.0,144.7,1.173410498743296,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,8.49992399388312
716.0,142.5,1.309953127863168,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,5.691713772969062
581.0,135.7,0.5771750043075247,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,6.011811419658195
522.0,104.9,0.9013801191384009,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,6.396846016718545
380.0,104.0,0.445326641533295,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,6.754173790368155
518.0,94.6,1.3897882503741463,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,8.294250027523127
633.0,82.4,1.453485610660214,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,6.960740510586335
498.0,145.5,0.7728821485787989,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,6.716925195923062
485.0,60.7,0.4021262068426498,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,5.883640177542306
636.0,141.0,0.268499253035007,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,5.706140343696926
576.0,89.8,1.3360268562198345,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,8.505907216515546
624.0,108.0,1.279822116609374,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,4.673459275878863
804.0,144.0,0.9234649356221554,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,6.066779204183454
642.0,100.0,1.0807877037555578,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,4.677333667308571
476.0,78.4,0.6825916666204287,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,5.656615182916654
654.0,87.8,0.6657759837638133,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,5.713817836547594
586.0,130.2,1.623340817603092,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,7.802999011714511
774.0,85.6,0.688134638736401,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,5.802235909557264
574.0,101.1,1.312916891315115,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,7.884862429431494
307.0,84.6,0.5584722772333437,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,7.9052550405733095
437.0,126.0,1.0032021038634515,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,8.07645020641397
822.0,134.7,1.0427471558267143,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,6.301603811739147
667.0,116.9,0.8510052651755257,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,5.6156091767159735
454.0,92.1,0.5647454657554211,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,6.125273308106091
743.0,148.5,0.9662231006223642,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,4.945139176832052
462.0,112.7,1.0581374561023915,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,8.372064263525369
328.0,128.0,0.9493385859203555,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,6.109963654545983
619.0,117.9,0.5709795465857378,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,5.601971768370594
417.0,121.9,0.9364854391596744,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,8.621072266783074
404.0,148.5,1.1246048689423633,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,8.729245233933348
501.0,97.7,0.8415671856782188,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,7.2517139514653275
416.0,53.5,0.9493385859203555,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,7.552588952884657
587.0,88.4,1.1065804583172865,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,5.891659092654278
616.0,138.3,0.4934759854308776,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,4.864035961720364
586.0,141.0,0.3947411447451887,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,5.814403138246648
807.0,99.2,1.1768071362531665,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,7.6407940749939245
664.0,144.0,1.1458138901524038,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,6.991185699409888
455.0,144.0,0.5709795465857378,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,6.173891339822776
319.0,132.0,1.2487549470978292,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,7.804099649046802
583.0,71.3,0.9407882034745426,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,8.967865331427825
603.0,115.5,1.6298286020818344,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,7.337985002942035
311.0,89.3,1.210153663401017,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,8.879467808440417
668.0,148.5,1.309953127863168,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,6.573512773202489
756.0,93.0,0.8175747589349972,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,5.233561542335195
333.0,122.3,0.8742179554522475,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,7.8472419582457515
488.0,101.8,0.8224195162640844,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,7.346116689405441
517.0,48.1,0.9190868191761562,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,6.4909958609994645
727.0,92.5,0.8742179554522475,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,5.1580043526233395
619.0,63.1,1.4327007339340463,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,7.074329720711943
694.0,145.5,1.1902794771939333,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,5.652118082648515
616.0,152.0,0.7153977894947651,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,5.6586598801734
412.0,102.0,1.3188181959949767,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,7.515635769518824
668.0,145.5,0.8649974374866045,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,5.36035130492884
531.0,65.5,0.9991602096964498,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,7.689373501348336
446.0,130.8,1.1527847675565026,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,9.021861445831341
306.0,122.0,1.5991855359697489,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,8.118714137804293
749.0,152.6,1.9654326250679686,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,8.32164798014518
536.0,132.0,1.2889571282309333,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,8.350762176741009
780.0,140.5,1.1102114245114616,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,6.852187104088778
518.0,127.5,0.7207623475929187,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,5.489044891488657
731.0,150.0,0.8320391794265639,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,5.232939600009208
549.0,77.8,0.4382549309311553,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,6.406738112474379
738.0,126.3,0.6429059641231987,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,5.501487508743682
662.0,142.5,1.0032021038634515,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,5.532492738941506
677.0,100.2,1.173410498743296,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,7.066981331289052
515.0,105.4,0.8028980445190645,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,6.7777254332379
655.0,110.5,1.330517345650892,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,8.059528146834241
742.0,117.0,0.8696183236757244,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,5.5717078075393
371.0,103.1,1.1835659945482733,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,7.885894163383069
303.0,105.4,0.9620286235480088,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,7.364055014839723
835.0,106.1,1.1174340429086975,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,5.640849475356186
655.0,39.7,1.5835045304075959,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,8.454356552100338
566.0,137.8,0.6825916666204287,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,6.794117768201456
450.0,75.6,0.8924077914108229,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,9.964118638802256
439.0,109.8,0.268499253035007,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,6.737694643945262
396.0,127.5,0.5001690435774618,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,6.755468364830792
619.0,138.0,1.173410498743296,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,6.409044649744293
480.0,118.8,0.6195006403916469,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,6.225247653092187
312.0,133.5,1.088225195781623,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,6.832490466176993
322.0,133.5,0.8969040180739649,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,7.413003506348893
684.0,124.5,0.9704000575211871,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,8.58873227173381
461.0,120.1,0.7728821485787989,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,8.295294803813835
625.0,108.4,0.4382549309311553,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,4.652568774746384
377.0,112.1,0.9578164787026533,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,8.412873160488608
640.0,133.5,0.9407882034745426,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,4.213839526260444
648.0,63.0,1.6741014257598223,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,9.2149287104332
616.0,142.5,1.007227726866257,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,7.339980208523263
663.0,139.5,0.7153977894947651,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,4.101694165929493
329.0,62.4,0.4021262068426498,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,6.724482817021134
804.0,50.9,0.5833323145527387,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,5.829600713576217
619.0,57.0,1.8373699804801074,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,7.160332731145804
779.0,133.5,1.0504719133401748,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,5.412021464860901
705.0,141.0,1.0770481107522691,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,6.465754160885925
804.0,21.0,0.8127064156175846,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,5.783983176924857
328.0,108.7,1.3897882503741463,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,7.560299769097931
809.0,98.9,0.6195006403916469,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,4.740913380524387
678.0,61.0,1.166582415107377,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,7.091303429868555
779.0,119.8,1.362001668550846,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,4.98708925304145
420.0,118.5,1.58800996502048,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,8.522763096653932
669.0,127.5,1.11382925447297,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,7.481545497350408
598.0,91.1,0.7523590401917913,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,5.840009729260508
612.0,148.5,0.9620286235480088,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,7.239488619034738
501.0,136.5,1.1562520681145243,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,7.531108204533116
491.0,94.7,1.8125420084105837,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10.001425103231288
336.0,121.5,0.8175747589349972,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,6.255089686722823
644.0,106.5,0.827240915040644,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,6.538766561479954
309.0,133.5,1.1174340429086975,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,9.21257262165198
604.0,115.0,1.2296405510745139,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,8.33843746054165
570.0,86.1,1.594730283561826,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,7.042988006889673
394.0,145.2,0.8742179554522475,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,7.3096522113828755
559.0,90.8,1.9528715762816906,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,9.249699389987983
703.0,109.5,0.3569748989477304,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,4.792299747447625
835.0,148.5,1.11382925447297,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,5.086986948359346
561.0,158.4,0.4593217808988751,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,5.099280738048739
697.0,145.5,0.6254035284734257,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,5.160172621903426
302.0,120.1,0.5584722772333437,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,8.766232722457238
706.0,136.0,0.7677907235557112,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,4.768612629365619
602.0,88.3,0.40945712937770185,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,6.221129142124442
627.0,99.6,1.5812441780633186,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,8.107122915280476
444.0,116.2,1.2889571282309333,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,8.43954683421669
769.0,64.5,1.5301782314484682,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,6.402882715538475
489.0,129.0,1.0388622842623356,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,7.639796686712307
833.0,70.2,1.1835659945482733,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,4.887154914102148
576.0,131.1,0.5771750043075247,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,5.716255208044251
537.0,133.4,0.7471617688661835,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,6.289752818081732
427.0,110.7,0.6254035284734257,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,7.8959281941788415
692.0,122.2,1.1493054029836278,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,6.214766905411694
575.0,43.5,0.29341560429954144,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,7.015744977407875
662.0,130.8,1.2035727243045962,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,7.314668496739887
771.0,85.0,0.7314058926770358,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,5.3906190804536225
470.0,121.5,1.213427963096691,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,7.367474995223615
393.0,149.4,1.2950011026734998,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,9.819531474273342
475.0,97.9,2.132377860563104,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,8.895384876365538
744.0,75.3,1.625508092611595,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,6.5792405441754225
683.0,113.5,1.0112372091831088,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,6.275819099813927
302.0,139.2,0.9317309163620329,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.259917586150012
521.0,74.8,0.8649974374866045,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,8.086042093707096
548.0,141.0,1.8321013485114328,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,9.358976235476394
664.0,98.6,0.7979575449122904,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,5.702972947410754
727.0,80.1,1.2889571282309333,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,6.918699259566216
477.0,147.0,1.128171090909654,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,8.878163605280502
410.0,120.5,1.142310143933829,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,10.485945365404064
672.0,42.0,1.3535128715955111,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,6.482549854035456
457.0,100.8,0.29341560429954144,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,7.143912728976303
385.0,139.5,1.327605364771211,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,7.563265110006773
821.0,99.0,0.7575294394892135,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,4.859078302028742
525.0,60.1,1.1801922756605325,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,7.04689525841322
584.0,144.0,0.5521594872589679,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,5.566285595587233
445.0,120.4,1.0271162869630397,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,8.486317587353598
453.0,90.1,1.4353225921872452,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,10.782723010009255
699.0,123.0,0.8649974374866045,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,4.620404186119305
576.0,145.5,1.422144014013588,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,6.980056631538136
429.0,51.0,1.2166915767337108,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,8.78889824365367
711.0,123.7,0.6486726904581158,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,5.248812037008804
707.0,133.5,0.8028980445190645,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,5.630407421492753
464.0,141.0,0.688134638736401,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,7.401349888024087
668.0,138.0,1.7741045339893342,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,8.684123075136016
509.0,123.4,0.6075892921982986,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,7.1383179079522625
576.0,106.0,0.8510052651755257,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,5.8459352737557415
314.0,143.5,0.34145977813225203,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,8.032329179598284
728.0,147.0,0.506817602368452,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,4.955820016731404
581.0,120.1,0.7523590401917913,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,5.338434165596404
576.0,130.7,0.9190868191761562,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,6.691200089669416
790.0,145.5,0.5771750043075247,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,5.102661012624755
336.0,80.0,1.0807877037555578,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,6.45231808225694
540.0,117.8,1.1493054029836278,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,7.407168292146861
646.0,72.6,1.5606677480646711,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,5.459792692681203
816.0,99.0,1.1246048689423633,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,5.632036602495149
379.0,87.0,0.6544063522435147,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,8.147232488477492
502.0,80.1,0.7779477822524105,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,7.481396728710567
385.0,82.8,0.9013801191384009,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,8.566267401336093
